Hk2,Ddt,Srpk1,Crabp2,Atp5g1,Atp7b,Acot13,Actn1,Kdm6b,Tbx3,Hsf2,Actr2,Mdh1,Id2,Ssr1,Hmgcr,Mapk1ip1l,Dpysl2,Spry2,Oxct1,Zscan26,St13,Twf1,Rrn3,Gsk3b,Sod1,Ndufa5,Mpc1,Pim1,Strn,Impact,Dctn4,Pdcd4,Podxl,Acadl,Igfbp5,Ndufa10,Nmt2,Fubp3,Myef2,Mdk,Sall4,Skil,B4galt1,Mier1,Slc2a1,Gnb1,Actb,Tspan12,Cbx3,Abcc9,Sspn,Cox6a2,Acsl4,Adprhl1,Pkm,Amt,Chsy1,Lrrc58,Prtg,Fxyd1,Alpk3,Zfhx3,Fam60a,Arglu1,Wapl,Smpx,Nppa,Poldip3,Usp22,Alkbh5,X4933415A04Rik,Csnk2a2,Cd24a,Rbm15,Tigd2,Apoo.ps,Cited1,Slc39a1,Map1b,Msi1,Tug1,Hmga2,Ado,Sept11,Ndufs8,Wtap,Myl1,Pcnp,Bnip3,Kdelr2,Trim71,Apoo,Mpc1.ps,Ndufab1.ps,Rps19.ps6,Myl7,pseudotime
GSM2034131,917,29,2560,79,2175,478,240,293,89,41,121,1936,5418,1652,2725,501,158,3489,143,285,773,2290,1346,824,1484,2566,484,280,584,2284,1390,287,153,8,291,2460,772,2639,382,342,911,72,164,743,678,59,2017,15918,1342,168,247,20,507,271,218,8220,244,406,717,150,505,1628,227,1107,849,389,527,1481,2633,4073,109,206,299,56,464,11,1,0,240,9060,17,1596,273,1793,4162,918,206,2252,808,586,931,124,134,67,2,98,36814,2.2505522768463
GSM2034135,2420,118,1156,203,1566,398,252,127,103,54,116,853,4713,748,2992,577,351,3748,92,1004,916,2109,1595,504,1086,2820,732,176,89,969,761,405,16,280,193,673,607,1651,79,315,543,203,223,290,563,579,1617,4388,1060,52,183,287,1208,146,460,5451,357,609,390,200,297,908,260,2357,874,294,2065,1565,4506,1389,260,245,387,1029,330,0,7,45,162,1939,1,944,509,1716,2588,540,395,2155,715,675,1009,508,370,54,2,77,46553,2.37706147634754
GSM2034136,1319,252,597,165,1589,564,202,247,86,10,67,1417,4344,462,671,589,11,2734,102,433,438,1334,597,459,1065,1468,689,47,190,771,1010,195,102,6,14,3214,214,3036,74,120,72,115,66,425,338,212,869,7210,673,57,0,2,680,254,0,3781,248,106,271,375,277,834,96,1117,566,174,430,861,1339,1409,538,343,149,169,87,144,2,0,174,3698,10,1217,228,277,1134,528,46,998,562,846,608,226,186,15,0,17,32440,3.676128854087
GSM2034137,1569,16,926,58,2179,5,507,92,69,0,3,983,7473,411,2524,451,211,5956,127,880,699,1615,1807,356,1727,3510,404,387,37,218,1868,461,201,0,261,1904,448,2346,61,619,1179,0,377,879,747,142,1761,11495,1823,101,0,0,176,1,35,2178,800,470,264,1,501,2328,46,218,487,217,1999,2,1451,3395,200,73,504,527,79,0,13,666,349,3546,0,836,253,1375,625,1382,99,1170,351,61,1576,24,1103,85,3,118,73158,3.6358956541713
GSM2034140,1564,190,2609,0,996,517,26,203,138,19,494,1601,3302,1642,2267,59,120,5695,233,764,681,1635,1055,600,1811,4323,398,69,378,437,1323,707,334,1,740,4454,490,2782,268,317,899,1,144,763,556,74,2104,13537,409,24,0,6,940,161,2,5546,253,265,532,722,453,3554,399,1464,966,247,1211,6,2096,4651,390,552,593,806,359,0,3,0,263,8939,13,2613,371,1242,1507,333,168,1891,257,230,1347,56,187,12,7,78,32300,2.48948005703539
GSM2034141,1655,142,700,47,1337,40,222,257,41,113,286,1301,2741,488,2752,402,141,3389,79,651,439,1898,844,406,873,1356,357,163,122,666,944,91,32,7,205,223,457,1609,78,287,344,56,112,336,646,475,1268,4920,172,66,89,19,488,85,77,1855,68,246,466,280,91,2447,162,793,464,568,1482,3452,1253,2598,140,109,190,492,155,74,3,33,117,4737,0,1021,560,592,1559,544,143,1895,689,543,760,49,309,37,4,54,31015,8.58906022870667
GSM2034142,2747,154,1813,379,1321,215,67,120,73,180,164,890,2453,1342,1991,145,201,7413,47,141,628,1514,543,325,1354,3357,325,22,215,750,685,594,43,81,193,2128,612,1992,0,241,927,625,166,144,240,571,1148,6953,1300,38,0,1,214,89,0,3498,154,253,921,371,137,1812,147,1876,701,286,481,55,2822,2256,392,229,476,208,117,5,1,138,345,6958,2,429,360,833,1847,472,145,2031,482,1023,316,108,176,7,2,69,45801,2.25315387939259
GSM2034143,4328,244,2424,107,1814,293,440,299,62,0,87,1567,3628,30,2651,830,170,4851,125,409,486,2230,962,1422,1442,2994,566,150,171,404,752,291,193,8,249,13,513,1708,95,284,1010,0,209,413,498,1570,2285,8889,371,166,1,1,684,346,569,4322,155,216,1200,1307,124,1301,188,1742,667,562,3168,1612,2171,4833,266,489,605,429,407,15,4,68,346,3305,1,1769,416,1199,2303,1099,111,2029,791,587,1257,236,421,30,9,127,31189,2.06549582931134
GSM2034144,2489,145,1457,85,2280,532,219,312,76,195,250,1479,4179,853,3691,733,253,6000,111,1078,611,1872,1065,862,999,3335,696,161,211,559,1354,291,48,41,242,835,1020,1303,113,509,862,50,115,431,492,492,1535,8450,251,76,114,23,901,223,371,4793,138,657,717,1492,196,1960,122,1854,746,256,2514,2695,816,3804,415,595,960,1020,226,0,12,122,356,3931,4,1190,184,1726,1556,600,137,1879,559,311,1195,765,567,37,13,65,33517,2.17645192677113
GSM2034145,1,148,255,14,1226,63,0,92,142,483,25,767,2938,1068,1540,0,81,6180,21,74,233,1694,609,768,1640,2944,655,216,64,396,123,29,242,290,121,4557,542,20,197,78,484,318,465,616,240,2076,3091,6985,0,67,0,20,1035,26,0,2213,144,855,418,411,249,354,14,1342,699,150,304,1,2786,1844,93,347,306,1062,34,0,6,0,357,4308,0,1797,620,1,783,383,361,414,144,602,1244,431,273,38,13,57,44211,3.73067029926724
GSM2034146,2040,289,2330,361,1754,76,106,231,251,458,282,1339,5733,1374,3029,609,516,3841,217,66,534,3129,1548,681,1609,4068,646,215,271,326,1248,490,80,7,279,2004,1155,4673,176,505,979,102,41,439,464,507,2752,9115,679,170,821,204,944,211,87,5700,265,858,681,145,148,2281,270,1411,662,650,1983,1392,1489,3259,371,620,410,743,366,0,4,324,551,5868,2,2386,1413,2021,1792,709,270,1264,757,746,1551,273,287,32,4,69,34250,2.22191001639013
GSM2034147,6236,191,2264,291,3433,571,191,275,116,0,176,2524,6990,2315,4478,525,174,4609,265,451,539,3896,1437,828,2136,7053,701,449,481,2177,2915,405,113,0,318,280,970,2218,384,429,1009,15,176,771,1068,2043,3402,8234,1550,226,68,46,1439,240,545,7051,470,511,674,534,340,5543,98,1095,1248,445,2549,3031,1456,4587,684,484,1264,465,455,13,15,188,628,2249,0,915,514,307,1760,1204,252,3787,713,488,2552,472,586,106,13,95,52303,1.76250386060588
GSM2034148,686,1,1769,0,1326,0,76,405,80,335,168,965,8102,1013,2589,1525,211,6741,97,1068,113,1652,521,852,2124,1951,380,3,263,771,747,54,162,2,403,2062,486,2451,174,216,2134,0,3,290,608,0,1497,20655,741,23,0,0,62,285,2,6401,257,507,967,16,184,1081,0,719,539,36,197,15,3251,3558,325,4,467,776,192,6,0,0,451,17290,0,300,5,1752,2066,336,244,769,314,715,1708,424,134,0,9,18,33441,4.29764104295073
GSM2034150,837,19,758,0,529,126,2,78,32,3,38,788,1714,232,719,81,178,1179,86,392,393,1018,738,163,1471,1511,212,26,135,428,176,1,140,1,1,5355,300,1580,0,93,91,43,131,410,347,393,584,4758,0,16,0,0,49,175,2,1038,0,13,143,114,247,1563,0,218,536,594,515,11,1557,1890,85,421,151,9,182,470,0,0,214,1859,0,1188,141,1011,4,233,6,1921,174,96,338,77,0,7,1,21,18260,3.52412004131757
GSM2034151,358,325,3235,431,2582,418,559,255,114,0,157,1656,5697,60,2322,715,291,4519,90,432,324,1432,944,715,422,4791,533,241,141,538,301,230,270,2,147,125,1076,1230,126,139,1135,1,580,493,489,83,2609,6115,742,128,96,34,1216,69,311,5758,745,384,613,358,14,904,85,2168,544,588,1926,307,2370,3229,168,542,160,539,148,0,11,96,1136,5802,7,903,35,2315,1071,1440,434,2870,244,263,1275,304,692,75,6,93,33419,1.95028333939344
GSM2034152,2755,170,725,423,2166,146,267,325,58,2,153,1635,8925,108,2513,342,190,4681,184,975,903,2360,1107,1023,1216,4221,841,193,266,786,555,535,156,403,204,462,1315,2252,142,314,1440,135,51,701,586,661,2195,6232,689,130,28,10,1265,135,387,3776,279,589,823,407,433,1961,273,1547,635,83,3443,3212,2013,2315,206,950,395,489,130,29,10,64,319,3442,4,1943,211,1559,1154,937,309,3795,643,513,1507,262,510,53,15,117,43405,1.86274631554939
GSM2034153,2471,241,855,632,864,117,31,202,110,0,21,604,2621,988,1358,429,109,5106,96,1,1032,391,420,253,971,3397,125,179,218,94,242,72,88,103,0,294,629,1295,96,172,1217,314,73,159,44,169,1462,6354,347,78,0,0,219,24,0,3703,22,350,548,1043,234,1251,176,993,284,50,283,64,1048,2808,99,237,115,722,277,0,7,0,287,4378,18,1341,543,1355,235,392,72,29,166,1930,762,309,253,35,5,51,25549,0.00676422942284427
GSM2034154,2396,180,1980,150,1757,357,202,225,59,0,108,1660,6077,1203,2407,568,314,2854,184,430,334,2455,921,991,1748,3149,632,156,273,1462,1135,273,95,40,139,1584,899,1970,154,436,364,240,156,837,640,433,1883,5766,580,74,15,129,840,63,134,3826,140,540,683,493,469,782,321,1702,957,407,1178,1081,3192,2065,419,383,450,393,397,177,1,0,499,6256,1,835,650,920,844,1179,168,587,558,171,1009,535,283,23,19,42,21453,1.8815284862204
GSM2034159,297,61,491,4,308,73,35,138,73,12,98,438,984,323,1505,136,101,1523,73,95,215,1003,742,428,758,1095,86,21,37,423,622,138,179,26,67,1473,116,1458,62,124,328,4,175,137,472,226,573,6737,140,23,2,0,47,94,0,1464,78,169,418,281,35,133,302,367,195,131,428,244,501,1403,185,137,166,314,113,1,1,127,177,4978,3,890,153,298,336,198,92,275,525,386,443,209,41,1,1,16,5925,2.29116614477133
GSM2034160,1329,253,497,499,1454,486,202,67,208,0,157,1284,4592,182,2493,179,229,3997,242,591,665,1202,631,439,1995,4309,347,27,160,167,373,4,38,41,244,111,279,501,170,146,905,388,44,401,408,142,963,5948,1398,35,4,0,482,147,80,4107,30,245,382,708,195,2035,20,1333,768,200,1468,1755,880,3401,216,509,260,658,222,0,15,0,242,2734,18,529,69,576,134,512,396,1781,475,468,1516,125,389,5,9,65,26418,1.76251713053994
GSM2034161,3864,331,1758,467,1401,763,161,439,64,0,87,1114,5546,865,1462,1442,350,4496,61,931,494,1029,955,770,1232,2579,384,118,243,1079,704,209,129,269,38,3532,605,2260,78,280,1175,583,74,325,704,421,1763,8361,331,133,0,0,286,97,0,5719,123,445,813,540,336,744,267,1432,649,236,649,438,2287,3163,250,363,324,1030,355,0,4,0,352,8278,16,2389,466,916,2170,409,310,1087,459,2278,843,757,220,28,5,59,32529,1.02757593125473
GSM2034162,2903,15,1293,21,1578,355,246,342,100,0,62,1620,4601,1686,4507,581,191,9432,269,526,803,1884,916,693,1795,4485,518,125,286,882,1035,362,253,215,239,2559,754,1099,353,588,1196,286,420,778,824,183,2143,17614,1263,83,0,0,629,238,540,5145,327,1028,911,927,78,2604,35,1426,919,417,1160,5,3862,5478,296,623,407,543,252,9,8,16,410,7386,4,2240,620,1338,2096,651,299,742,558,284,1439,739,749,30,13,78,47389,2.60582707238238
GSM2034164,555,24,1089,0,513,294,27,177,175,0,104,199,2034,101,1733,311,133,3011,258,107,736,179,0,293,937,2007,126,0,163,175,53,8,265,6,22,2572,289,1747,154,292,1308,0,87,73,0,0,904,17660,1054,90,0,0,0,322,0,2065,168,313,243,296,4,0,0,473,585,235,64,140,1412,1418,301,337,243,595,233,0,4,0,429,16598,18,722,497,12,828,654,30,223,379,0,767,1,182,0,6,39,7037,4.29765431288479
GSM2035284,81,9,299,0,1899,0,358,107,47,0,0,530,7401,9,121,213,30,113,43,321,107,182,302,79,380,761,473,326,2,41,71,16,159,9,6,243,367,186,45,10,1607,0,47,39,177,418,74,2001,2,48,33,62,347,5,136,2146,1,38,31,5,173,513,147,60,148,298,2307,1119,13,46,3,0,2,164,57,484,3,707,116,892,0,52,15,6,408,408,6,2101,62,1667,153,0,214,59,15,48,21774,8.24619739999562
GSM2035285,77,56,19,0,1945,0,87,90,4,0,49,207,4100,1,271,0,20,308,4,315,0,412,26,140,17,908,445,49,0,59,92,6,21,3,514,667,1567,50,9,69,1243,0,94,1,324,0,222,1124,24,55,2,200,418,9,14,1808,8,59,13,1,85,653,13,11,19,22,1299,478,46,1,0,12,478,121,1,185,9,870,25,538,0,463,197,81,73,849,2,1346,93,751,319,7,594,14,5,9,26052,7.84163238928504
GSM2035289,337,302,5,0,2567,19,90,2,12,0,65,267,9707,381,82,0,11,318,16,1290,171,432,35,5,131,926,830,171,0,6,499,4,7,7,732,1263,1662,25,9,28,987,0,348,1,1,0,297,619,48,43,337,7,1613,13,170,91,0,16,129,12,593,424,7,68,50,13,2105,2807,62,91,100,0,0,111,0,1108,5,0,26,654,0,140,5,169,50,1395,23,3547,19,839,1207,5,244,64,20,10,35241,6.43745628168292
GSM2035290,243,343,19,0,1515,0,417,86,4,147,6,340,9598,1476,74,47,10,1105,5,2182,10,398,1,36,78,818,425,109,0,37,237,14,18,34,215,941,1502,191,231,0,800,0,14,100,0,169,626,1408,1,29,5,214,1567,0,0,2548,0,307,2,0,802,215,18,1,2,3,625,4,26,3,22,3,0,9,20,603,2,15,47,667,0,132,64,79,41,911,13,2169,1,1419,15,0,176,12,15,12,49186,6.400131662682
GSM2035291,26,9,46,2,1902,0,429,137,0,0,3,404,6706,0,323,1,16,167,30,1096,51,794,56,51,145,577,921,302,0,66,38,376,6,8,253,202,2194,150,6,4,102,0,3,81,46,229,102,695,14,32,34,193,786,0,741,619,15,77,41,16,936,8,12,22,56,20,1211,2275,331,16,2,0,0,39,20,491,5,62,33,699,0,176,3,248,6,429,8,4484,146,791,432,4,248,63,6,16,54410,7.69960663147721
GSM2035294,709,166,315,0,1242,75,147,250,7,96,36,212,5123,2520,265,74,58,449,33,658,74,499,120,158,141,797,325,133,3,133,366,100,195,10,64,4826,448,767,61,20,568,0,75,36,33,222,748,3958,68,42,24,35,526,18,321,1208,5,222,81,121,103,313,45,45,90,125,1308,511,118,178,22,14,51,758,13,236,9,39,32,1008,5,200,18,86,367,768,1,748,328,576,217,4,405,34,2,56,26108,6.33181130021214
GSM2035296,204,29,366,0,3917,0,521,564,26,0,33,696,16140,0,47,410,192,265,43,820,66,298,233,245,426,1956,1067,10,11,70,162,118,2,0,404,80,3895,193,84,63,543,0,61,7,158,17,759,1094,147,51,4,0,827,38,396,2296,0,51,153,0,631,56,0,76,261,261,3003,9942,3,360,1,1,301,734,23,382,14,636,59,2487,0,142,27,67,688,720,3,5210,268,780,440,0,645,0,29,23,46531,8.24459310896948
GSM2035297,85,184,298,0,2394,17,293,283,9,0,1,221,4972,2,292,499,60,465,55,570,15,293,168,3,206,906,626,2,0,0,127,565,81,0,59,2,2717,10,0,41,876,0,81,1,86,17,372,849,8,91,7,55,1205,0,494,244,18,24,5,69,106,494,0,2,278,193,1845,1523,33,312,20,44,0,125,0,122,14,667,11,1313,0,6,162,0,79,1595,22,3364,80,101,71,0,373,2,15,14,35057,7.81426008092719
GSM2035298,233,46,388,0,4178,0,83,667,0,0,4,110,16313,4,722,0,23,657,59,800,66,679,6,346,51,1179,1383,291,1,41,154,108,24,11,274,431,1714,17,268,164,624,0,1,6,99,159,499,1730,28,197,21,144,1428,10,489,2358,9,15,281,4,1269,358,10,37,255,55,3313,4353,24,41,3,0,0,41,35,211,23,0,267,1492,2,115,3,3,65,754,293,10284,352,1106,383,0,990,113,24,20,61375,6.43906533173278
GSM2035300,1,19,80,1,2474,0,174,57,29,0,11,934,9085,1,161,191,110,917,42,784,17,717,676,286,385,1087,888,152,0,0,101,204,69,2,333,288,946,48,1,20,678,0,18,36,32,0,626,505,6,146,183,0,604,63,1,1179,18,6,53,2,152,124,35,141,447,29,2475,276,22,77,72,7,1,6,27,122,0,632,55,655,0,595,4,11,136,941,28,1638,419,168,271,9,111,19,4,11,27011,7.71706594207522
GSM2035305,115,1,471,0,2818,20,271,294,100,0,85,559,5184,157,375,265,76,1204,97,303,50,599,244,161,1036,550,566,156,16,60,96,29,76,2,318,91,1257,415,25,101,562,0,77,38,74,285,548,1600,62,207,13,121,515,108,205,1042,0,93,41,335,437,366,23,308,190,790,2798,1424,66,561,77,1,15,10,85,325,26,670,49,343,0,211,130,24,858,606,231,1618,365,1227,716,40,927,22,16,13,32002,8.9868796664672
GSM2035307,208,142,279,0,2410,4,997,236,1,0,12,959,10761,8,291,121,21,1009,30,1629,50,634,51,88,274,768,840,213,32,48,179,451,87,0,318,65,1744,780,35,119,801,0,80,6,200,10,251,2585,8,94,202,254,546,23,0,1201,55,22,155,21,507,362,20,136,231,289,3183,821,34,293,18,98,1,1021,62,652,15,599,112,1506,0,340,0,56,727,637,1,5172,235,519,108,12,697,79,22,26,30006,8.24621066992968
GSM2035310,185,0,594,0,3663,25,147,387,21,39,150,601,9789,3,400,17,52,1493,52,1670,259,221,21,18,149,859,714,397,18,248,60,38,53,9,358,39,1269,11,9,248,1478,0,28,147,186,237,446,2969,156,111,181,300,868,6,564,2210,11,357,236,92,99,954,22,84,302,458,1602,1038,682,41,301,149,17,1229,15,800,4,871,76,1424,0,97,298,171,313,813,0,2026,621,860,487,21,210,87,22,90,41922,8.22296005124219
GSM2035311,361,85,31,0,4252,41,178,246,2,0,27,444,6963,4,350,38,10,457,63,1538,20,1137,30,139,533,702,508,231,140,23,15,299,98,309,877,15,3482,321,0,26,1249,16,533,134,355,179,1491,3619,22,86,315,179,1550,25,0,3397,42,518,236,1,16,1117,96,173,184,102,1105,3530,343,215,20,8,5,92,8,748,19,0,375,1591,0,613,0,205,1238,1879,10,7273,552,909,433,112,675,72,30,11,60736,7.90849465780086
GSM2035313,357,47,712,0,3661,13,290,211,19,0,24,754,7113,625,915,122,191,288,49,1955,89,613,329,191,285,1276,958,117,2,51,105,40,47,15,435,185,1391,239,51,111,1492,0,136,116,225,230,573,3905,135,110,168,133,982,0,28,1152,102,240,174,4,162,651,13,156,407,312,1320,5735,139,216,49,4,0,46,16,779,11,0,289,1216,0,107,99,23,3311,539,19,5111,92,256,387,7,369,23,14,14,28483,8.22439915671778
GSM2035315,82,56,278,0,1219,39,103,227,28,0,179,664,4675,6,183,28,19,686,106,677,304,421,479,98,346,626,466,87,41,242,303,10,196,3,147,138,687,24,15,122,705,0,46,26,307,242,402,2608,78,173,49,83,625,20,18,840,10,183,91,149,43,845,24,396,359,356,2304,251,127,623,25,19,32,488,68,160,7,668,64,509,0,167,17,53,566,193,37,1447,387,260,179,0,126,21,9,9,15373,8.20792444875516
GSM2035319,611,0,558,0,2552,4,495,305,28,0,15,1039,6113,1014,251,98,170,2099,35,1764,216,781,434,162,285,1358,706,179,25,104,205,82,1,172,481,83,2058,408,10,143,756,0,270,244,48,571,308,9533,72,145,113,263,749,21,512,1630,2,113,177,34,283,1872,68,152,170,94,1287,2179,592,845,213,12,13,33,86,36,6,0,41,1337,0,87,498,90,2541,870,171,2660,324,583,588,18,391,34,20,27,31621,8.58907349864073
GSM2035322,0,0,796,0,1344,9,634,114,23,521,6,1200,2748,2647,558,28,44,1681,118,3211,93,746,394,248,253,2408,1647,53,248,9,45,167,45,590,289,4986,729,893,71,49,770,0,169,6,14,1251,418,1801,102,138,2,0,2315,158,0,2511,115,563,153,269,643,2404,7,117,787,78,61,0,146,527,19,55,2,834,80,0,11,213,89,1259,0,135,502,694,974,462,1,896,530,707,139,421,580,0,38,35,52552,6.33785214798297
GSM2035325,1715,89,420,5,1931,91,236,301,54,0,100,790,6947,68,487,207,184,1460,78,838,81,992,77,166,781,536,441,59,64,472,645,30,61,80,199,304,937,502,62,140,737,67,406,91,373,68,420,2244,109,132,207,186,757,3,192,2122,6,325,146,85,154,484,148,419,386,562,1826,272,225,376,256,40,8,367,85,146,6,1143,104,459,0,196,146,118,958,498,118,1732,541,1103,197,0,187,17,14,10,22142,9.05772638449202
GSM2035327,297,75,1110,0,4180,31,272,241,67,0,20,1197,12819,33,412,216,320,1719,58,1149,196,792,49,66,495,1397,1217,179,17,67,457,127,27,93,397,36,807,178,43,75,405,10,139,229,40,27,223,2490,306,108,352,170,1171,73,352,4047,12,70,232,75,701,2361,35,195,392,101,2604,525,183,347,209,15,0,2,21,542,8,546,64,602,0,346,33,206,359,333,123,4943,106,605,405,0,780,34,6,22,77844,6.37393447882049
GSM2035329,499,87,656,0,2439,71,605,214,28,0,100,1042,8992,1,1259,66,17,1110,98,617,218,1088,232,176,904,1121,793,92,112,144,427,43,86,14,709,86,718,138,20,174,675,0,183,55,20,516,526,2649,17,98,93,0,1198,1,913,1520,18,618,125,156,951,1353,1,282,297,218,3754,3328,354,1041,42,23,47,505,114,94,1,758,32,1066,0,210,0,145,1203,459,208,4407,473,651,448,104,73,16,11,17,47825,8.99642332368565
GSM2035330,2530,116,260,0,4228,4,397,184,38,0,47,375,12376,66,717,75,120,544,228,641,437,351,339,558,1882,907,1197,656,10,156,559,98,11,0,498,515,2851,144,52,82,240,0,223,388,162,2571,582,1044,120,46,297,0,6613,192,162,607,10,270,366,93,461,1535,1,38,97,324,1633,26779,364,750,384,61,7,6,82,309,20,0,41,924,1,142,2,300,562,2294,26,10128,507,1317,840,21,625,129,30,18,47860,6.33774945405287
GSM2035333,290,4,244,0,2826,2,689,188,26,0,5,543,13961,76,1180,416,23,564,13,769,235,749,755,61,315,1366,1120,442,5,255,585,101,14,185,1285,11,1155,639,30,121,991,0,77,307,138,134,652,2535,27,95,3,262,933,37,51,1154,0,120,40,378,333,1012,293,123,96,131,2661,1600,325,458,48,24,1,434,57,42,5,854,133,1449,1,353,105,401,1425,1489,0,4727,264,60,641,22,469,72,20,16,45156,7.859266854657
GSM2035337,697,27,356,0,2378,1,859,512,30,0,76,1082,8242,1787,440,680,109,2512,49,1810,256,1172,411,190,891,1567,726,284,26,158,387,421,27,1,163,1047,1404,696,14,166,1485,0,361,58,221,33,776,7439,220,164,68,0,716,52,463,2011,96,789,89,25,257,305,0,368,456,182,2312,1635,657,913,164,2,0,557,42,578,31,477,25,923,0,307,19,533,2107,710,15,1892,463,592,845,1,827,72,18,47,43430,9.05773965442608
GSM2035339,238,141,157,0,3631,14,221,33,48,0,9,978,10482,596,733,271,32,633,0,756,131,435,111,217,552,753,926,203,111,7,165,1031,105,69,492,787,2081,143,5,110,1368,0,10,32,14,114,1071,1459,289,172,241,89,436,11,62,2067,2,82,2,163,363,292,101,264,173,17,1507,2013,3,285,7,3,1,458,10,739,14,0,17,1345,0,23,82,21,200,1353,36,4568,86,736,144,0,285,45,12,16,40337,6.44863324985927
GSM2035344,255,5,160,0,4480,3,820,11,22,0,4,144,11332,120,538,1003,1,163,13,97,79,257,248,5,177,935,981,141,8,116,115,70,43,3,310,599,1096,362,21,40,39,0,109,45,78,1005,46,4342,33,16,134,389,1659,0,818,1274,0,54,6,0,385,943,5,51,20,37,2437,8224,46,545,22,1,0,57,32,519,18,208,106,167,0,55,0,71,464,1307,34,6887,102,27,256,0,926,31,19,60,75580,6.33174468475544
GSM2035345,228,0,228,0,3478,0,309,222,9,0,63,621,8115,474,757,61,50,2076,48,2215,139,305,0,119,434,1478,1351,296,4,166,111,429,108,28,527,936,1324,650,88,30,1726,0,141,26,53,103,624,1452,261,302,3,68,1777,15,610,298,52,27,39,81,386,405,45,3,362,232,2061,1,56,287,202,16,73,277,190,1302,21,0,12,1047,0,26,8,592,1179,1082,418,4754,533,366,133,0,948,73,16,24,70456,8.24622393986374
GSM2035347,721,0,126,0,3629,18,286,142,9,0,18,117,13713,0,809,859,47,985,56,1795,102,351,331,13,605,432,796,47,69,72,291,441,41,0,232,2661,1309,281,1,21,554,0,116,3,62,723,27,8055,158,51,565,56,1320,35,744,2251,28,878,0,0,1418,941,38,89,316,432,1023,4874,5,440,347,12,0,223,77,2549,17,0,173,1878,0,102,17,9,119,1205,1,11383,315,794,114,0,532,4,13,16,58899,6.33679158477446
GSM2035348,128,252,317,0,3038,28,683,197,211,0,49,867,10189,113,239,35,357,366,7,576,89,310,149,142,382,1501,815,108,13,175,379,42,35,4,781,131,2074,65,6,123,2022,0,82,84,121,515,199,2347,161,145,123,94,693,199,51,2579,16,32,290,86,81,400,36,170,192,363,2980,412,246,408,6,62,26,313,30,919,10,686,50,952,0,374,1,33,121,579,1,1362,192,480,151,2,580,21,12,28,41750,9.02228502289117
GSM2035351,123,56,229,0,3632,0,703,379,12,33,105,827,10518,225,103,42,87,910,45,963,51,504,170,86,152,1071,1218,471,3,29,60,20,1,0,652,2689,1907,41,28,42,1087,0,155,79,67,339,632,1860,127,98,19,423,1197,252,242,802,0,151,60,33,725,691,33,26,73,138,1328,5891,22,270,38,22,269,267,3,641,16,0,41,1132,0,380,0,92,1313,1323,8,4305,189,314,295,14,381,119,5,21,74838,6.42628135025481
GSM2035352,30,0,91,0,1033,0,11,66,112,0,4,191,5824,106,102,71,16,1045,4,180,316,846,3,20,660,680,244,32,4,263,1001,104,62,1,369,2969,766,693,53,52,896,0,60,78,621,2,585,1699,599,171,0,173,123,75,119,840,15,0,707,0,122,252,0,158,100,76,639,0,22,1047,397,3,0,46,0,0,3,0,107,4550,0,60,33,84,298,565,0,2451,660,890,453,0,139,15,8,21,28085,3.7306835692013
GSM2035354,1362,47,49,0,3325,29,520,138,75,0,33,903,7392,37,798,582,126,1265,159,34,250,1890,676,285,1411,1915,1093,244,14,108,458,216,16,282,702,104,1950,597,168,58,580,0,99,94,416,52,1737,5209,79,269,65,145,1001,60,82,2992,204,13,426,163,240,842,205,784,523,11,2962,1225,982,2174,209,257,44,864,110,28,4,136,225,3920,9,360,135,631,20,1054,72,4157,300,345,644,405,297,65,13,21,25337,6.33868850323166
GSM2035356,209,19,96,2,787,46,26,36,121,162,11,329,4115,757,765,369,37,578,44,220,149,1332,140,38,699,633,182,0,57,849,500,155,72,84,265,4331,700,1045,43,376,510,0,6,61,96,14,1072,4814,318,159,0,0,245,134,0,344,23,225,186,0,104,214,332,340,411,274,0,0,252,1326,87,394,212,171,86,0,7,0,26,2667,1,87,144,448,567,238,75,103,514,0,231,0,457,0,8,4,8478,3.46097066974953
GSM2035359,1008,45,627,90,2604,130,521,139,44,118,133,661,12212,1755,1559,607,345,2407,57,589,363,1140,309,604,874,1199,1108,298,18,414,440,159,8,14,535,3520,1391,1316,94,204,474,0,174,168,494,155,1030,4621,177,212,0,126,1111,17,308,1326,21,497,285,15,983,524,346,544,597,393,741,0,1026,2008,177,286,10,245,76,0,7,912,156,3060,0,1105,70,625,771,1249,199,668,314,246,524,37,324,86,19,17,46582,3.63729191323119
GSM2035362,28,97,1207,0,3411,3,85,139,36,23,40,992,14492,94,1701,319,79,1288,25,805,579,1146,488,294,654,834,468,438,152,183,322,90,0,0,1659,2804,2504,803,127,59,28,0,119,237,207,469,968,3140,7,81,0,317,1286,107,69,1522,36,329,271,0,1332,4063,10,9,273,279,1209,0,2,988,63,130,205,1,100,418,22,0,28,467,0,213,0,915,518,1246,125,1327,399,565,531,4,1256,89,12,7,59568,5.09381610035993
GSM2035363,0,0,65,0,104,9,4,16,5,4,7,28,392,240,69,34,2,284,12,85,20,94,15,77,147,33,16,0,0,75,47,40,0,5,10,842,113,71,5,9,8,0,4,13,0,4,197,863,6,16,0,22,102,5,5,231,9,20,14,1,9,12,52,29,49,171,4,0,62,7,38,27,0,83,7,0,2,20,18,111,0,19,0,1,6,88,17,41,25,1,34,0,14,0,0,0,1574,6.32659242425753
